MAGs,Kingdom,Phylum,Class,Order,Family,Genus
all_final_contigs_comebin_33_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
all_final_contigs_comebin_34594_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_360613,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Telluria
all_final_contigs_comebin_369_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_379968_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_387418,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
all_final_contigs_comebin_492232,Bacteria,Patescibacteria,JAEDAM01,BD1-5,UBA2023,JABFSX01
all_final_contigs_comebin_5,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Telluria
all_final_contigs_comebin_576,Bacteria,Patescibacteria,JACMRA01,JACMRA01,JACMRA01,NA
all_final_contigs_comebin_6472,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
all_final_contigs_comebin_750_sub,NA,NA,NA,NA,NA,NA
all_final_contigs_comebin_789,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA918,Damh-18
all_final_contigs_comebin_792_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomicrobium
all_final_contigs_comebin_8_sub,NA,NA,NA,NA,NA,NA
all_final_contigs_comebin_90_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Sphaerotilus
all_final_contigs_comebin_95211,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
all_final_contigs_concoct_105_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena
all_final_contigs_concoct_122_sub,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Luteolibacter
all_final_contigs_concoct_141_sub,Unclassified,NA,NA,NA,NA,NA
all_final_contigs_concoct_147_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_171_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_195_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paucibacter
all_final_contigs_concoct_196,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
all_final_contigs_concoct_2,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Herpetosiphonaceae,JACCRK01
all_final_contigs_concoct_249_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
all_final_contigs_concoct_272_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,Aestuariivirga
all_final_contigs_concoct_29_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_303_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
all_final_contigs_concoct_48_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_61_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola
all_final_contigs_concoct_67_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
all_final_contigs_concoct_74_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_metabat_18_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_metabat_242_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_metabinner_102_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_metabinner_10_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,Emticicia
all_final_contigs_metabinner_119_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,M2408
all_final_contigs_metabinner_135_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
all_final_contigs_rosella_0_10_sub,NA,NA,NA,NA,NA,NA
all_final_contigs_rosella_0_186_sub,Unclassified,NA,NA,NA,NA,NA
all_final_contigs_rosella_0_97,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,M0103
all_final_contigs_rosella_134_sub,NA,NA,NA,NA,NA,NA
all_final_contigs_rosella_266_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_taxvamb_1200_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Microcoleus
all_final_contigs_taxvamb_1224,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JANYCG01
all_final_contigs_taxvamb_1239_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAABRC01
all_final_contigs_taxvamb_1460_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,Arcicella
all_final_contigs_taxvamb_1755_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFIP01
all_final_contigs_taxvamb_183,Bacteria,Bacteroidota,Bacteroidia,Palsa-965,Palsa-965,GCA-2737665
all_final_contigs_taxvamb_228_sub,NA,NA,NA,NA,NA,NA
all_final_contigs_taxvamb_282,Bacteria,Deinococcota,Deinococci,Deinococcales,JAAFIG01,JANYHH01
all_final_contigs_taxvamb_307,Bacteria,Patescibacteria,JAEDAM01,BD1-5,UBA2023,NA
all_final_contigs_taxvamb_69,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
all_final_contigs_taxvamb_79_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
before_final_contigs_comebin_11784_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,PCC-6307,NA,NA
before_final_contigs_comebin_14243_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,UBA2334
before_final_contigs_comebin_159_sub,Bacteria,Bacteroidota,Bacteroidia,B-17B0,B-17BO,UBA4416
before_final_contigs_comebin_53388,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Janthinobacterium
before_final_contigs_comebin_67254_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_comebin_76_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_comebin_88_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_comebin_89318,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
before_final_contigs_concoct_127_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JASGCK01
before_final_contigs_concoct_145_sub,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Luteolibacter
before_final_contigs_concoct_150_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_concoct_157_sub,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA918,NA
before_final_contigs_concoct_195_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
before_final_contigs_concoct_202,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Luteolibacter
before_final_contigs_concoct_205,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_concoct_225_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
before_final_contigs_concoct_242_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
before_final_contigs_concoct_51_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
before_final_contigs_concoct_59_sub,Unclassified,NA,NA,NA,NA,NA
before_final_contigs_concoct_60_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
before_final_contigs_concoct_87_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_metabat_36_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_metabinner_45,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,NA
before_final_contigs_metabinner_52_sub,NA,NA,NA,NA,NA,NA
before_final_contigs_rosella_130_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_taxvamb_1462_sub,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAFJT01
before_final_contigs_taxvamb_1830_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,CADEEN01
before_final_contigs_taxvamb_2590_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_taxvamb_2715_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_taxvamb_3,Bacteria,Patescibacteria,JAEDAM01,BD1-5,UBA2023,CAIVSN01
before_final_contigs_taxvamb_81777_sub,Unclassified,NA,NA,NA,NA,NA
Co22_flye_high_cov_comebin_44978,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_comebin_44_sub,NA,NA,NA,NA,NA,NA
Co22_flye_high_cov_comebin_75669_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_concoct_10_sub,NA,NA,NA,NA,NA,NA
Co22_flye_high_cov_concoct_151_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_concoct_182_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_metabat_25,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Herpetosiphonaceae,JACCRK01
Co22_flye_high_cov_metabinner_22,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
Co22_flye_high_cov_taxvamb_1_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JACMNW01
P1_contigs_comebin_36204,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFIP01
P1_contigs_comebin_46150_sub,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Luteolibacter
P1_contigs_comebin_46596_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Gloeomargaritales,NA,NA
P1_contigs_comebin_67428,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,M2408
P1_contigs_comebin_87141_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
P1_contigs_concoct_100_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_concoct_97_sub,NA,NA,NA,NA,NA,NA
P1_contigs_rosella_108_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_comebin_43538_sub,NA,NA,NA,NA,NA,NA
P2_contigs_concoct_131_sub,NA,NA,NA,NA,NA,NA
P2_contigs_concoct_160_sub,NA,NA,NA,NA,NA,NA
P2_contigs_concoct_171_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_concoct_187_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_concoct_43_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_concoct_49,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
P2_contigs_concoct_9_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
P2_contigs_metabinner_2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,M0103
P2_contigs_metabinner_28,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
P2_contigs_metabinner_4,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Luteolibacter
P2_contigs_metabinner_5,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
P3_contigs_comebin_12_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
P3_contigs_comebin_13_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_comebin_19_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
P3_contigs_comebin_29,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
P3_contigs_comebin_30138_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylophilus
P3_contigs_concoct_122_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
P3_contigs_concoct_26_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_concoct_89_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Gloeomargaritales,NA,NA
P3_contigs_metabinner_4,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,JJ008
P3_contigs_taxvamb_1095_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_taxvamb_698_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P4_contigs_comebin_100,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Nanoperiomorbaceae,NA
P4_contigs_comebin_13957,Unclassified Bacteria,NA,NA,NA,NA,NA
P4_contigs_comebin_26_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFIP01
P4_contigs_comebin_37,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,PBB1
P4_contigs_comebin_51_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
P4_contigs_comebin_9485,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Sphaerotilus
P4_contigs_concoct_13_sub,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,Phototrophicaceae,JAUZRW01
P4_contigs_concoct_140_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P4_contigs_concoct_175,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
P4_contigs_concoct_203_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Sphaerotilus
P4_contigs_concoct_33,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Microcoleus
P4_contigs_metabat_98_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P4_contigs_rosella_103_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P4_contigs_taxvamb_236,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Luteolibacter
P5_contigs_comebin_100_sub,Unclassified,NA,NA,NA,NA,NA
P5_contigs_comebin_10353_sub,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA5272,UBA11704
P5_contigs_comebin_31_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P5_contigs_comebin_46125,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
P5_contigs_comebin_51_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus
P5_contigs_comebin_5390_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P5_contigs_comebin_98_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P5_contigs_concoct_100_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P5_contigs_concoct_161,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Microcoleus
P5_contigs_concoct_187_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,LMDS01
P5_contigs_concoct_196,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,UBA2334
P5_contigs_concoct_56_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P5_contigs_concoct_92_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
P5_contigs_metabat_41,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Nanoperiomorbaceae,NA
P5_contigs_taxvamb_1212_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_comebin_106138,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JASGCK01
after_final_contigs_comebin_14291_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_comebin_224,Bacteria,Patescibacteria,JAEDAM01,BD1-5,UBA2023,JABFSX01
after_final_contigs_comebin_22858,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,CAMBDR01
after_final_contigs_comebin_63_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
after_final_contigs_comebin_96759,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Raineyella
after_final_contigs_concoct_142_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_concoct_157,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Herpetosiphonaceae,JACCRK01
after_final_contigs_concoct_227,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Luteolibacter
after_final_contigs_concoct_268_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
after_final_contigs_concoct_272_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_concoct_27_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JANYCG01
after_final_contigs_concoct_286_sub,NA,NA,NA,NA,NA,NA
after_final_contigs_concoct_35_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
after_final_contigs_metabat_117,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,RDXI01
after_final_contigs_metabat_9_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_metabinner_103_sub,Bacteria,Planctomycetota,UBA11346,UBA11346,UBA11346,BOG-1363
after_final_contigs_metabinner_114_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
after_final_contigs_rosella_0_102_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_rosella_0_154_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAFHS01
after_final_contigs_rosella_122_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Gloeomargaritales,NA,NA
after_final_contigs_taxvamb_1596_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_taxvamb_1627_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_taxvamb_16_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_taxvamb_810_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Sphaerotilus
all_final_contigs_comebin_10_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Microcoleus
all_final_contigs_comebin_129477_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,SCMT01
all_final_contigs_comebin_151194,Bacteria,Cyanobacteriota,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,JAAFJU01
all_final_contigs_comebin_151_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_165754,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylophilus
all_final_contigs_comebin_214335_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_337_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,UBA7672
all_final_contigs_comebin_3388_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Hydrogenophaga
all_final_contigs_comebin_383_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_411_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_420_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_423_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,NA
all_final_contigs_comebin_427930_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_485486,Bacteria,Patescibacteria,JAEDAM01,BD1-5,UBA2023,NA
all_final_contigs_comebin_84_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Telluria
all_final_contigs_comebin_91985_sub,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,UBA2033
all_final_contigs_comebin_91_sub,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,JAGQZY01,JACKAL01
all_final_contigs_comebin_9512_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_120,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Luteolibacter
all_final_contigs_concoct_16_sub,NA,NA,NA,NA,NA,NA
all_final_contigs_concoct_172_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
all_final_contigs_concoct_206,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
all_final_contigs_concoct_235_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_247_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_252_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_263_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_332,NA,NA,NA,NA,NA,NA
all_final_contigs_concoct_50_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_52_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_53_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_58_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_86_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_metabat_221_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_metabinner_132_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,NA,NA
all_final_contigs_metabinner_28,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Phreatobacteraceae,NA
all_final_contigs_rosella_196_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_rosella_293_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_taxvamb_1254,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,JANYCO01
all_final_contigs_taxvamb_363_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Sphaerotilus
all_final_contigs_taxvamb_6,Bacteria,Patescibacteria,JAEDAM01,BD1-5,UBA2023,CAIVSN01
all_final_contigs_taxvamb_78_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_comebin_124,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax
before_final_contigs_comebin_47_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
before_final_contigs_comebin_6585,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
before_final_contigs_comebin_83835,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,PBB1
before_final_contigs_comebin_83889_sub,Bacteria,NA,NA,NA,NA,NA
before_final_contigs_concoct_212_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
before_final_contigs_concoct_24_sub,NA,NA,NA,NA,NA,NA
before_final_contigs_concoct_4_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
